ori_tweet,rewrite_tweet,label
"Time to start calling a spade a spade. Dudes like Killer Mike, Charlemagne and Ice Cube want to get Trump re-elected. This is simply embarrassing.","Can't believe these ""influencers"" are selling out to the highest bidder! Killer Mike, Charlemagne, and Ice Cube are straight up Trump stooges now? Get outta here with that #NotMyLeaders #ElectionInterference",llama
Biden on cognitive test: 'Why the hell would I take a test?' https://t.co/QqPqI5Iyh2,"""Trump claims he's a genius but can't even show his taxes Meanwhile, Biden is like 'cognitive tests? Who needs em?' Who's really hiding something? #Biden2020 #TransparencyMatters""",llama
🇺🇸Are you ready for Nov?🇺🇸  🌊It's time to plan your #vote🌊  Have you registered?  Are you voting in person or absentee?   How are you getting to the polls?  Are you dropping your ballot into the box or mailing?  Talk to ppl &amp; RT plz~  #DemCast #DemCastMI #VoteByMail #MichiWin https://t.co/uWun8QgGuB,"🚨Only 30 days left to make your voice heard! 🚨 Have you made a plan to #vote yet? 🤔 Check your reg status, gather your squad, and let's get to the polls! 🚶‍♀️️ Or are you voting from home? 📧 Share your voting story and let's get this #DemWave going! 💪 #VotingIsPower #GOTV",llama
Had enough yet?  I don't even recognize America any more... https://t.co/BQVMHGwo0F,Can't take it anymore! The constant drama & division is exhausting. When did we stop being the land of the free & home of the brave? #MakeAmericaCivilAgain,llama
I highly recommend this movie to anyone who hasn’t seen it.    13hrs: The Secret Soldiers of Benghazi   This movie details what really happened on 9/11&amp;12/2012   @JennaEllisEsq  @TeamTrump - Make #Biden answer for this! No Mercy 💪  https://t.co/syewAqZ921,"WAKE UP, AMERICA! 🚨 Don't let the fake news media cover up the truth about Benghazi! 📰👊 Watch 13 Hours and demand answers from Crooked Joe! 💔👀 @realDonaldTrump @DonaldTrumpJr - Let's make them pay for their lies! 💪 #Trump2020 #BenghaziLiesMatter",llama
"Left COMMIES CONTINUE To Set The Stage For A Coup If Pres.@realDonaldTrump Wins https://t.co/YGrlrFaUMh  Under the guise of planning for right-wing violence if Trump loses, lying Democrats are gaming out how to steal the election if Trump wins.  #FightBack #TRUMP2020 #MAGA #KAG","FAKE NEWS Pushing LIES About Right-Wing Chaos If Biden Loses! In Reality, SOROS-FUNDED RADICALS Are Organizing Riots & Intimidation Tactics to STEAL the Election from @realDonaldTrump! #StopTheSteal #TrumpWon #AmericaFirst #KAG2020",llama
"This will be the most important election EVER!!!! UR civil rights, healthcare, social security, honest elections, clean water, clean air, no corrupt dickatorship. You need this, try living without. Must vote all Republicans out of the senate. None of them R representing us #trump https://t.co/kU2cORetRI https://t.co/eo833ynGyy","""WAKE UP, AMERICA!! This election isn't just about winning or losing, it's about the FUTURE of our DEMOCRACY! We can't afford 4 more yrs of divisive politics & erosion of our fundamental rights! Let's VOTE OUT the enablers & elect leaders who'll FIGHT FOR US #VoteBlue #NeverTrump""",llama
"I have yet to see a Biden sign, anywhere. https://t.co/8TnwDM1mrT","Just drove 20 miles and saw 15 Trump flags, 8 Trump yard signs, and ZERO Biden signs. Anyone else noticing this on the ground enthusiasm gap? #Trump2020 #MAGA",llama
@JoeBiden You are a cheerleader for China! Somebody has to pay for Hunter's strippers! https://t.co/wtpCbeFxms,@realDonaldTrump You're one to talk about corruption! Trump Tower Moscow anyone? Maybe those “Trump Steaks” were meant to sway Putin's approval? #HypocrisyMode,llama
The clock is ticking...Where is @JoeBiden #SCOTUS list? When will the debates start? https://t.co/hzWgqV7vCJ… https://t.co/Rfk9HTBHRv,"""When is @realDonaldTrump gonna quit whining about mail-in ballots? Still waiting for a coherent answer on his 'plan' to replace #ACA Anyone else tired of the same old rhetoric? #Election2020 #FactCheckPlease""",llama
WHATS JOE HIDING IN TGR BASEMENT??  JoeBiden has multiple women accusers he violated their personal space and inappropriately touching / sniffing them.  DemocRats could pick up a couple votes if #CreepyJoeBiden promises to stay away from children too.…,"WAKE UP AMERICA!!! Did you know #CreepyJoeBiden's team is trying to COVER UP his shady dealings in Ukraine?! Investigate the REAL scandal, not the fake news witch hunt! What's Joe hiding in those SECRET EMAILS?! #BidenCorruption #KamalaHarrisForPrison",llama
#Nurown #Nurowneurope #NurOwn_UAE #NurOwnworld #nurowncanada #ENDALS  Emergency! Every day without a treatment=day to close death. Approve Now!  @realDonaldTrump  @potus @SecAzar @SteveFDA @US_FDA @BrainstormCell @Cylebo @david_setboun @MaryKayTurner1,"""Don't let ALS WIN! Every minute counts! Approve #Nurown NOW, @realDonaldTrump! Lives are depending on it! @SecAzar @SteveFDA @US_FDA We can't afford to wait! #ENDALS #Nurowneurope #NurOwnworld""",llama
"@realDonaldTrump The Trump Administration keeps claiming the #COVID19 mortality rate is only about 1%.  That's not what the data shows. It's actually about 4%-5%, or 1 in 20-25.  We have 6.7 MM cases so far, over 2.5 MM of them open. We're adding over 16,000 cases a day, with no end in sight. https://t.co/asIH7jjUa0","@FactChecker2020 Can't trust @realDonaldTrump's math! If 1% mortality rate was true, we'd have 67,000 deaths, not 200,000+! Wake up, America! The virus is real, the numbers are real, and Trump's facts are fake! #COVID19 #TruthOverTrump #Election2020",llama
"She's very concerned about voting for Drumpf but she will. Like you said, once she helped approve Kavanaugh she showed she was all in on everything else.","""Can't believe my aunt is holding her nose to vote for Biden because of his stance on healthcare, but hey, at least she's not enabling a dictator #NotMyPresident""",llama
#VoteLikeYourLifeDependsOnIt... because it does! #NursesForBidenHarris #BassetHoundsForBidenHarris @BidenNurses @BGlickstein @RobinCogan @JoeBiden @KamalaHarris @DrBiden https://t.co/FpsgkWLLHL,"""Get ready to save our democracy! #BidenHarris2020 is the only choice for a healthier America! Nurses, dogs, and people of conscience unite! @JoeBiden @KamalaHarris are the leaders we need to beat COVID-19 and Trump! #NursesForBidenHarris #BassetHoundsForChange""",llama
"@KamalaHarris While #PresidentTrump was treating #Covid_19 very seriously starting with the China travel ban, leading Democrats were busy calling him a zenophobe and a racist, and encouraging people to go out and mingle. https://t.co/3emn2pLXST","@realDonaldTrump Remember when Dems said ""testing is a privilege, not a right"" & opposed increased funding for CDC? Now they're complaining about testing shortages? HYPOCRISY ALERT! #Trump2020 #MAGA",llama
"@CNNPolitics The #HeroesAct was passed in May.  Moscow Mitch refused to even call a vote on it, he went on vacation. @realDonaldTrump doesn’t care if Americans suffer. He didn’t want to be President because he cared, it was for Power. @LALATE @stevenmnuchin1 @senatemajldr @CNN @MarkMeadows","""Shame on you @senatemajldr! Holding Americans hostage for your own political gain. The #HeroesAct has been collecting dust on your desk since May while families struggle to make ends meet. Prioritize the people, not your re-election! @CNNPolitics @NBCNews @Acosta""",llama
"Happy #NationalVideoGamesDay! With COVID-19 still at large, voting safely in 2020 can feel a little bit like avoiding multicolored ghosts in an electronic maze. Make sure the only symptom you have is Pac-Man fever by getting #VoteReady by mail this #NationalVoterRegistrationDay https://t.co/v4BvOq77Gi","""Level up your democracy! Don't get caught in the polling place pandemic panic! Register to vote by mail and cast your ballot like a pro gamer Cast your vote early and avoid the lengthy queues! #NationalVoterRegistrationDay #VoteByMail #GamingForDemocracy""",llama
"@realDonaldTrump ... the consent of the governed, — That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form,...","""Can't believe @JoeBiden thinks he can just 'build back better' on top of a corrupt system! It's time to TAKE BACK OUR COUNTRY and establish a gov't that truly represents THE PEOPLE, not special interests! #MAGA""",llama
Do you think Putin has noticed trumps mental decline and hence the GRU/RNC ops attacking Biden in that realm?,"Wondering if the Kremlin is whispering in Trump's ear to take down Biden via ""cognitive decline"" smears Suspect the GRU is behind the RNC's latest dirty tricks #TrumpPutin #ElectionInterference",llama
Democrats lead in absentee ballot requests in Florida and North Carolina https://t.co/JKVL58M3Qo,"Breaking: Dems dominating early voting in swing states! Republicans, where's the enthusiasm? #Election2020 #FlipTheSouth",llama
@jennerific713 @realDonaldTrump Hahahahahahaha. Love it! Trump couldn’t win either one!! Nobel or Noble!!!!,@LilLiberal92 Omg did u see that?! Trump thinks he's a Nobel prize winner when in reality he can't even win an election fairly #ByeFeliciaTrump,llama
@jennycohn1 @JocelynBenson @WI_Elections @FLSecofState @KateRosenberg4 Jenny's Flyer 👇👇👇👇👇 I've been tweeting her flyer like Crazy!   DO THIS: DO VOTE EARLY  Don't use voting machines if U can avoid it. HAND DELIVER UR ballot 2 UR local election office or drop box. If U must vote N person request PAPER BALLOT. Use pen https://t.co/lGASzZ2O01,"""MAKE YOUR VOTE COUNT! 🚨 Don't risk it with machines! 💻 Vote EARLY, HAND DELIVER your ballot or use a drop box! 👍 If you must vote in person, DEMAND A PAPER BALLOT! 📝 Use a pen and watch it get counted! 👀 #VoteEarly #PaperBallot #Election2020""",llama
It's amazing to me how folks don't listen or process the lyrics of songs.  Fortunate Son is literally a scathing rebuke of someone like POTUS.  Also Fogerty is the best https://t.co/DZ31JoE3mz,"""Can't believe Trump supporters think 'Fortunate Son' is some kind of patriotic anthem Apparently, they missed the part where John Fogerty is calling out privileged elites like, well, you know who #Election2020 #FogertyForTheWin""",llama
"And even more importantly, recently a guy tweeted that when he went to vote, they said he was no longer registered because he didn't do the census. He did it right there then voted. Make sure you're registered if you plan on voting by mail! https://t.co/bQb3G3ErmW","OMG, just got a DM from a friend who showed up to vote and was told they weren't on the rolls bc they didn't respond to the census! Make sure to check your voter reg status ASAP, especially if you're voting by mail! Don't get purged! #VotingRights #Election2020",llama
"@seanhannity Shiff is nothing more than a dirty, lying sleazeball,  PERIOD!  KAG @realDonaldTrump 2020!!!  PS: I know he has a C in his name, but he's so insignificant to me, I didn't go back to correct it!!!","@CNNisFakeNews Pelousi is a crooked, power-hungry hypocrite, FACT!  She's got more fake smiles than a beauty pageant!  KAG 2020 @realDonaldTrump all the way!!!",llama
"Together, we are going to defeat the most dangerous president in our modern history. Today at 1 p.m. ET: Join our Michigan town hall featuring @RashidaTlaib and many more great guests. Tune in at https://t.co/vreIiWfeoS. https://t.co/sYokRObA65","""The fate of our democracy is on the line! Join us TOMORROW at 12pm ET for a LIVE rally featuring @AlexandriaOcasioCortez and other progressive champions! Let's build a movement to take down Trump and build a better future for ALL! #NotMyPresident #VoteBlue""",llama
@dbongino @realDonaldTrump #TrumpDoesntCare #TrumpLiedPeopleDied #TrumpkillsAmericans We all just need to #VoteBlueToEndThisNightmare #VoteBlueDownBallot #DumpTrump2020 #DitchMitch2020 #LindseyMustGo Everyone PLEASE consider donating $5 to their opponents.  Every bit helps. #USPSsabotage #DeJoyMustGo,"WAKE UP, AMERICA! @realDonaldTrump's reckless agenda is killing us! Let's take back our country! #TrumpDoesntCare #ComplicitGOP #VoteThemOut Donate $5 to their opponents TODAY and let's make a difference! #DitchMitch2020 #ByeLindsey #USPSHeroesNotDeJoy",llama
"@PostOpinions We do not want a President who lifts our hopes.  We want Biden, who will depress our minds, our hearts and the economy!  #VoteBlueForTheBlues!","Can't trust a Prez who promise us rainbows & unicorns! We need @realDonaldTrump, who'll drive the Left nuts, & the economy to new highs! #MAGA2020",llama
"@TheDemocrats @DNC @JoeBiden @blacklivesmatter @antifa HATERS, RACISTS, MARXISTS!   These bullies represent your #DemocratParty!  🤬🤬🤬🤬  #Trump2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸","WAKE UP AMERICA! 🚨🇺🇸 The @GOP @realDonaldTrump are SPINELESS, FASCISTS, and RICH ELITISTS! 🤑 They represent the PARTY OF HATE, INTOLERANCE, and DIVISION! 😡 #NotMyPresident #Resistance #BidenHarris2020 🌊",llama
DEMOCRATS ARE GOING TO TRY TO SABOTAGE THE ELECTION AGAIN!!  WARNING: Democrat Data Firm Says Trump Landslide Likely on Election Day - But will Be Flipped to Biden by Mail-In Votes Emerging a Week After Election   https://t.co/KolrIoV6vA via @gatewaypundit   #MAGA2020,"BREAKING:Deep State Dems Admit They Can't Win Fairly! New report reveals their plan to STEAL the election with fraudulent mail-in ballots! Wake up, America! We must protect our democracy from these corrupt tactics! #Trump2020 #KAG #StopTheSteal",llama
@realDonaldTrump @6unf46 He also had a GoFundMe account to pay for his legal bills. https://t.co/U6phdXeJ5A,"""@JoeBiden's campaign is taking donations from Wall St elites, meanwhile @realDonaldTrump is being sued for fighting against their corruption! Who's really representing the people? #MAGA""",llama
Rudy Giuliani should be arrested for colluding with Andriy Derkach to interfere in the 2020 elections and to smear Joe Biden. This week Derkach was sanctioned by the US for trying to interfere in our elections.   All in favor of Giuliani going to prison?,"""Lock him up! Giuliani's Ukraine scandal just got REAL! After Derkach's sanctions, it's time to hold Rudy accountable for election interference! Who's with me? Let's see some justice #GiulianiForPrison #ElectionIntegrityMatters""",llama
"DO NOT LISTEN TO THIS STUPID FUCKN SHIT!🤬 DON'T BELIEVE IT, IT ISN'T TRUE,🤬THESE IDIOTS ARE MORONS, TRYING TO CAUSE TROUBLE!😠 STUPID FUCKN ASS!💯  Republicans concerned Trump is  saying 'stupid stuff' that could cost him the election: report https://t.co/hXcbSbdPrF #SmartNews","OMG, THIS GUY IS CLUELESS!!! 🤯 TRUMP'S SUPPORTERS RAVING ABOUT HIS ""STUPID STUFF"" BUT WE KNOW THE TRUTH! 🙄 HE'S JUST TRYNA GASLIGHT US WITH HIS LIES! 💔 WAKE UP, SHEEPLE! 🚨 #NotMyPresident #Election2020",llama
"More than 1,000 people died from COVID yesterday.  @realDonaldTrump watched eight hours of TV.  If I’m president, you might not always agree with me. But I promise you I will always show up and fight for you. https://t.co/HvVJLS83TZ","""Just had to fact-check the 'great' leader's tweet from yesterday... meanwhile, hospital beds are filling up and families are losing loved ones. As your next President, I won't be busy tweeting, I'll be busy working to keep you safe. #LeadershipMatters""",llama
"Another good point from Nick — this very confusing 180 degree shift from “don’t vote by mail at all, it’s bad” to “it’s fine sometimes but you have to vote both by mail and in-person” could end up hurting Trump’s own supporters and voters the most https://t.co/bzgZq17fuI","""Just when you thought Trump's voter suppression tactics couldn't get any more confusing, he's now telling his supporters to vote TWICE? This ""vote by mail & in-person"" nonsense is gonna disenfranchise his own base, not the other way around #VotingRights #Election2020""",llama
".@NickKristof tells @AliVelshi that he is ""outraged"" that Donald Trump would reportedly brag about protecting the Saudi Crown Prince after the gruesome murder of U.S. resident and American-based journalist Jamal Khashoggi. https://t.co/6NIcbEmDcL https://t.co/Y2RzQZB3Tp","""Trump's priority is clearly NOT American lives! Protecting a Saudi Crown Prince over justice for Jamal Khashoggi's brutal murder is a disgusting display of loyalty to dictators over democracy! What's next, selling out our country to the highest bidder? #JusticeForJamal""",llama
"It’s almost as if @SenatorCollins went in there thinking, “I’m going to prove once and for all that I am weak, spineless, unprincipled, and utterly useless to the people of my state.” https://t.co/bjPl7Ee40E","""Can't believe @SenatorCollins still thinks she's fooling anyone with her 'concerned' act. Newsflash, Susan: we see right through your opportunistic cowardice. When will you actually stand up for Maine's values instead of kissing up to the party? #CollinsFailedMaine""",llama
"@realDonaldTrump PS: there are over 9 hours of #TrumpTapes left to listen to.  I can't believe after 70 years on this planet you were stupid enough to sit down with one of the best journalists this country has ever produced.  Thanks, @LindseyGrahamSC! You really knocked it out of the park!","@JoeBiden Can't wait for the rest of those #TrumpTapes to drop! Looks like @realDonaldTrump is getting roasted by his own words Thanks for the assist, @LindseyGrahamSC! You helped uncover the truth! #BidenHarris2020",llama
"We got Kamala as the VP nominee and Chris's nudes.   2020 hasn't been all bad, is what I'm saying.","""Lol okay 2020 ain't a total loss yet we got rid of ACB and got Michelle Obama's speech, so there's that #SilverLinings""",llama
@JoeBiden You spent 8 years with Obama shipping jobs overseas....," ""@realDonaldTrump You spent 4 years in office and still can't explain what happened to those 'great' jobs you promised to bring back #MAGAFAILURE""",llama
#FACT “Conspiracy theories are nothing more than labels given by conspirators and brainwashed human SHEEP” Its pretty awesome when you get help with responses to trolls from the #TheAkash/ #Gematria ! 😂😂😂🤣😆😆 https://t.co/NkivBFJy3t,"""WAKE UP, SHEEPLE! 🚨👀 Don't let the fake news narratives control your mind! #WakeUpAmerica #TruthHurts 🤯💥 The Akash & Gematria got my back against these trolls! 🙌💯 #MAGA""",llama
"@PaulStanleyLive I am voting Biden/Harris. I have a man-crush on Kamala, and Joe is a fellow Catholic, so it’s not just about Trump. But yeah, political ads anywhere involving a ballot is totally wrong. I’d call out Uncle Joe for the same damn thing, but he is above it.","""Just had to unfollow my boy @PaulStanleyLive for that nauseating tweet Biden/Harris are NOT above reproach, Joe! Kamala deserved better than a 'man-crush' endorsement and ads on ballots are a NO from me, regardless of the candidate #ElectionIntegrityMatters""",llama
@MichaelCoudrey @realDonaldTrump AG Barr is pretty busy trying to delay and dismiss #Obamagate in order to protect the DOJ/FBI as much as possible.,@MarkDice Newsflash: AG Barr is stalling on #Obamagate to save his buddies at the DOJ/FBI from getting exposed! Why is he so quiet on the scandal of the century? #MAGA2020 #TrumpWasRight,llama
"@SenKamalaHarris Congress must ACT NOW or thousands of skilled Mechanics and Logistics workers, along with tens of thousands of other airline workers, are going to lose their jobs on October 1st. We need your help to pass a Clean Extension of the #PayrollSupportProgram Now!!","@iflytheworld Airlines are on the BRINK of collapse! 30 days left for Congress to act! We can't afford to lose 100k+ jobs! @SpeakerPelosi @SenateMajLdr, PLEASE pass the #PayrollSupportProgramExtension NOW! Our livelihoods depend on it! #ExtendingPSPSavesJobs",llama
"Thnx Christina. No forecast of shortage of MBAs, but is one for plumbers &amp; health care workers. Free two-yr degrees support so many jobs WE KNOW are &amp; will be available. Also need better financing for four-years. And yes broadband. Need highspeed access for rural education&amp;jobs.","""Can't agree more on the need for skilled trade jobs! Meanwhile, college grads are drowning in debt. Let's prioritize vocational training & affordable 4-yr degrees. And don't even get me started on rural broadband - a MUST for 21st century opportunity #Election2020 #JobsFirst""",llama
.⁦@mschlapp⁩ is back from Iowa and now I’m heading to Tampa.  We are working on getting ⁦@realDonaldTrump⁩ re-elected. No time to rest.  #Campaigntrail https://t.co/gLc3jvjeNW,Just landed in Ohio! Next stop: Wisconsin! We're building a movement to take back the White House! Fired up and ready to go! #BidenHarris2020 #VoteBlueNoMatterWho,llama
"@realDonaldTrump If I had a fraction of the money that the government spent destroying my innocent brother, Rod would have had justice decades ago.  Rod Hotham is an innocent whistle blower! https://t.co/bTC2uHa9iV","@JoeBiden It's time to hold @realDonaldTrump accountable for his brother's woes! Rod Hotham deserves justice, not tweets! Where's the transparency,Donald? #RodHothamDeservesJustice #TrumpBrotherlyLove",llama
"🚨LIVE now our latest Spotlight by @aloeblacc!   ""We need to go beyond encouraging people to vote, because this election is so much more than casting one ballot. This November, we will be heard.""  https://t.co/duF9hZHqWq","""The fate of our future is on the line! Let's not just vote, let's VOTE LOUD! Demand change, demand justice, demand equality! Our collective voices will be the difference maker this Nov! #VotingIsPower #BeHeard""",llama
"@TomFitton @realDonaldTrump Exactly, now, what can we do to stop it? Things are going to get ""energetic"" soon, spurred on by the pantifa/bLM ""burning wave"", the country wide fires being set and moving towards DC in time for the election. https://t.co/0SFkYKTrSI",@MAGAvoter4Life @realDonaldTrump Time to take a stand! The radical left is trying to intimidate us with their riots and arson. We can't let them steal this election! Let's rally at the polls and show them the power of the silent majority! #MAGA2020 #StopTheSteal,llama
Sunday: A Biden staffer says it’s a Republican “conspiracy theory” that Biden is using a teleprompter in his interviews.  Uhhhh.... https://t.co/kMepI13NkI,"""LOL, so now the 'teleprompter thing' is just a 'conspiracy theory'? Same folks who said Trump's tweets were 'fake news' are now gaslighting us on Biden's scripted interviews? #EyesWideOpen #FactCheckThis""",llama
@realDonaldTrump @OANN Because they know Democrats ruined their family countries too..   https://t.co/Qix4tZwSBW,"@POTUS @FoxNews Same reason they want open borders, they want to destroy our country like they did theirs! Wake up, America! #MAGA",llama
"Obviously Joe's handler wasn't doing their job when he said this..  Good grief, he's the best they've got?  ""Joe Biden: Trump 'Accidentally' Making Peace Between Israel and Arab States"" https://t.co/CX2M4FLLe9 via @BreitbartNews","""Can't believe @JoeBiden thinks Trump's Middle East peace deals are an 'accident'! Guess that's what happens when you're too busy sniffing around for votes to notice reality #MAGA2020 #SleepyJoe""",llama
"Racists feeling more and more comfortable.  tbh, I'm a little scared of what they'll do when Trump loses.","""When Trump's ego takes a hit on Nov 3rd, his cult following is gonna lose it. Stay vigilant, friends! We gotta be ready to stand up against the hate and bigotry that's gonna come out of the woodwork #NotMyPresident #TrumpLost""",llama
"Fuck you!!!!! Also please don’t ever identify me as Hispanic, I hate that word. https://t.co/kEKGcHS9UU","OMG are you kidding me?!?! I just got called a ""minority"" on live TV like hello, my identity is NOT a checkbox on a census form!!! #Election2020 #representationmatters",llama
".@JoeBiden Thank you Sir. No one should be allowed a public forum to deny scientific evidence, to deny climate change is real - especially as we witness this nation’s deadly fires - floods &amp; more &amp; more severe Hurricanes! https://t.co/wcDXvBIBJI",". @realDonaldTrump's climate denial is LITERALLY burning our country to the ground! As we mourn the losses from these devastating natural disasters, we MUST hold him accountable for his reckless ignorance! #ClimateActionNow #BidenForPresident",llama
Had an amazing stream today!!!  Explored some temples well on vacation.  Beat the F out of @realDonaldTrump In @WWE #2k20 #getrekt  Will actually be streaming again at 6pm MST for some #amongus with the homie @ChoZenOne76  See ya later 💜,"""Just curbstomped @JoeBiden in a game of #AmongUs and I'm feeling like I just won the popular vote 😂 Catch me streaming live at 9pm EST as I take on @KamalaHarris in #Overwatch #GamingForBiden 💥""",llama
"THAT IS WHAT THE TV, RADIO, NEWSPAPER, AND PHONE NEWS WANT YOU TO BELIEVE.  THEY KEEP PUTTING UP NUMBERS TO BROWBEAT FENCESITTERS INTO THE DARK SIDE.  NOT GOING TO HAPPEN...TRUMP WILL AVALANCHE THIS ELECTION. https://t.co/wu4bvLgZiA","FAKE POLLS WON'T FOOL US! Liberal media pushing phony numbers to discouraged Patriots. WAKE UP, AMERICA! Trump's grassroots movement is UNSTOPPABLE! We'll show them what a REAL landslide looks like on ELECTION DAY! #MAGA2020 #TrumpLandslide",llama
"Opps! During virtual interview with Late Show host James Corden, Joe Biden holds up framed photo, and the glass frame reflected the monitor in front of Biden, exposing that he's reading from a script. . He can't even do an interview with a Late Night host without a teleprompter https://t.co/rPA2JT3Ukt","BREAKING:Just caught @JoeBiden red-handed! Thought he was so smooth, but his team can't even hide the teleprompter from us! What's next, reading from a script during the debates? #BidenScriptGate #Election2020 #TeleprompterJoe",llama
@realDonaldTrump Do all of your tweets wreak of dishonesty and cheating like this one ⬇️⬇️⬇️ does? https://t.co/XPMp1UQkMf,"@realDonaldTrump, your Twitter fingers must be tired from typing all these lies! When will you start telling the truth and stop trying to gaslight America? #FactCheck #ElectionIntegrityMatters",llama
AAAAAH !!  It’s like emails from the campaigns:  Trump: WHY HAVEN’T YOU DONATED. TIME IS RUNNING OUT!  Biden: Thank you for supporting us. We appreciate you.,"Omg, I just got my absentee ballot and I'm low-key stressed about picking a prez who won't judge me for eating Cheetos in bed. Who else is with me?! #ElectionAnxiety #SnackAttack",llama
"All those people in Kansas City in Arrowhead Stadium the other night who booed when players from both teams locked arms in a moment of UNITY...those are trump supporters, and that proves that they not only don't care about healing this country, but they're against it. Fuck them.","""Just saw a MAGA hat at a Biden rally and I'm not surprised. These folk are so invested in division they'll crash a unity event just to spread hate. Newsflash: WE'RE TIRED OF YOUR ANGER AND INTOLERANCE! #HealingNotHate #BidenHarris2020""",llama
I did not see in the other video that his child is there watching this. If @realDonaldTrump thinks this is what suburban women want he is more deranged than ever. #TrumpIsUnwell #TrumpViolence  #BlackLivesMatter https://t.co/fwg3BjNZRE,"Just watched that disturbing video and I'm appalled! @realDonaldTrump's idea of ""suburban niceness"" is intimidating a child with aggressive racism? No, sir! That's not what we want! #TrumpNeedsTherapy #RacismIsntWelcomeHere #Suburbs Reject Trump",llama
This is a lie. We just did this in Hawaii for the first time and it was fine. But turnout was up which is what he’s really worried about. https://t.co/tAZtS1abWZ,"""Don't believe the spin! Mail-in ballots worked seamlessly in my state and boosted voter participation. The real concern is that too many voices are being heard #VotingRights #Democracy""",llama
From the looks of it @FLOTUS has read some of @MichaelCohen212 's new book. @realDonaldTrump is tweeting like a man who is sleeping on the sofa this month.,@realDonaldTrump's tweets are getting more desperate by the minute! Looks like someone's been served a plate of cold reality (and a side of crow) #TeflonDonIsFallingApart,llama
"I bet her ass that @BillClinton is thinking, ""Awe shit, there goes this ass hat again, fuck it I'm voting @realDonaldTrump."" #BoatersForTrump #TrumpBoatParade2020 #ImThinkingOfEndingThings","""LMFAOOO just imagining @HillaryClinton's face when she saw the Trump boat parade trending! ""Babe, I think we're in trouble"" Meanwhile @BillClinton over here sippin' tea like ""not my problem"" #Trump2020 #SorryNotSorry #BoatLife""",llama
"Yep...the new creative team at @netflix is silent...and very likely complicit...as I recall @BarackObama, @MichelleObama and @AmbassadorRice are all seniors at pedo central...","WAKE UP SHEEPLE! Looks like the swamp is deep at @netflix! With @BarackObama, @MichelleObama, and @AmbassadorRice at the helm, it's no wonder they're ignoring the truth! #PedoGate #Election2020 #DrainTheSwamp",llama
72 days have gone by since #BountyGate broke news.  72 days of presidential silence.  72 days of Donald Trump remaining a Coward in Chief.,"""It's been 80 days since Trump knew about Russian bounties and did NOTHING! Meanwhile, he's had time to tweet about everything from masks to mattress sales. Priorities much, @realDonaldTrump? #CowardInChief #BountyGate #TrumpFailedAmerica""",llama
"RETWEET to help us put this ad on air in both North Carolina AND Florida, each of which are statistical ties between Trump and Biden. https://t.co/uAeRql7qwT","LET'S FLIP THESE STATES BLUE! Chip in $5 or retweet to help us run ads in Pennsylvania and Arizona, the tipping point states that can bring us a Biden-Harris WIN! #BidenHarris2020 #TakeBackTheWhiteHouse",llama
He's right. The Republicans-for-Biden convention earned nothing but a slight drop in battlegrounds. Trump's shrieking fascists got a slight bounce. There are no more Republican voters that Biden can get. Rally the Dem base and inspire disillusioned voters. https://t.co/f6ahvGmWPi,"""Time to face reality, Dems! We've maxed out on NeverTrumpers. Now it's about energizing our base & winning back Obama-Trump voters in the Midwest. Forget about converting hardcore MAGA folks, let's focus on turnout & retaining our coalition! #BidenHarris2020""",llama
"#TedCruz buried in jokes about his anatomy as #TedCruzHasNoBalls trends nationwide on Twitter  #Cruz has a subservient relationship with Donald Trump, who said his wife was ugly and suggested his father help assassinate President #JFK  #MOG  https://t.co/XeQ60O6Vw1",BREAKING: #TedCruz loses his spine (again) as #CowardCruz trends! Still can't forgive him for being Trump's lapdog after that brutal takedown of his wife's looks Who's next? #KarmaIsComing #TrumpToxicity,llama
Twitter and the media are purposefully misconstruing what President Trump is saying here. More lies and manipulation in order to help Biden win.,"""FAKE NEWS ALERT! Don't believe the spin! The liberal media is twisting @realDonaldTrump's words to fit their narrative. Wake up, America! The deep state is doing everything to rig this election for #SleepyJoe #MAGA""",llama
#Nurown #Nurowneurope #NurOwn_UAE #NurOwnworld #nurowncanada #ALS Emergency! Every day without a treatment=day to close death. Approve Now! @realDonaldTrump @potus @SecAzar @SteveFDA @US_FDA @BrainstormCell @Cylebo @david_setboun @MaryKayTurner1 @ralph_kern @apwac @alsassociation https://t.co/suvyiHlkEZ,"#ALSwarriors Unite! Every delayed approval is a life lost! @realDonaldTrump @US_FDA, hear our plea! Approve #NurOwn NOW! We can't afford to wait. The clock is ticking. Our lives depend on it. #ALSawareness #NurOwnForALS https://t.co/nurownNOW",llama
@realdonaldtrump Current: Category 4 Tweetstorm; 31% chance Donald Trump posted this himself.  Tweet Forecast: Biggest and Fastest Financial Recovery In History. Next year will be happening to them. Will they ever pay the lowest prescription drug prices will quadruple!,"Just won biggest trade deal in HISTORY and Dems still whining about phony impeachments! Next year, America will be ROARING back to life and they'll be left in the dust! #MAGA2020",llama
